PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=1.79 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=0.781 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=1.52 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=0.991 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=0.963 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=0.399 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=0.348 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=0.310 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=0.387 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=0.565 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=0.461 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=0.552 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=0.596 ms
